otr1,otr2,didHigherOtrWin
0.2890040593215139,0.3494075045003866,False
0.712090536075314,0.3304741567441934,True
0.7237525761585876,0.1872,True
0.4037906989745751,1.313646550926088,False
0,0.3395519665359076,False
0.1801739034641051,0.09578941461263794,True
0.782907946907799,1.208064754138764,False
0.3975962222940543,0.9619094584259864,False
0.4495078372054179,0.117,True
0.4923150689039544,0.1891488638417265,True
1.493689302477117,1.338227626172401,False
0.8246189935960413,0.5009226202388966,True
0.4541853727312781,0.8296942603315571,False
0.070395,0.1968925604152563,False
0.2374091378093839,0.4743477435755659,False
0.1054414142699166,0.872263760008175,False
1.513373876575135,1.579921989520795,False
0.9905358148627029,0.5902665725081753,True
1.24045192371838,0.8947081210070089,True
0.6005814296099831,1.302629760007208,False
0.1288875,0.08423726823898946,True
0.2822629527015015,1.78640695589814,False
2.618233357212071,1.777733168073032,True
0.926683333333333,0.6005814296099831,True
0.1108479166666667,0.4884391574313513,False
0.5290169776834529,0.3340279917663384,True
1.509316105894891,1.298073097664864,False
0.4027747750390728,0.1462706346091597,True
0.3273534295140182,1.88411742500051,False
0.3397841093930504,0.163010814862703,True
0.2300449031422865,1.49234272297017,False
0.4258204057235526,0.6752247383228586,False
0.1144397916666667,0.495927399129559,False
1.106504978007727,0.09065391426991662,True
0.6106364342235204,0.123552,True
0.1729106023718502,0.3307482657965079,False
1.49234272297017,1.089066139227518,False
0.6240572881350153,1.262276164014985,False
0.4779924076307537,0.3304741567441934,True
0.2487354074313515,0.2320808501766564,False
0.761381008257057,0.8779608148627033,False
0.05519202966075692,0.528744224659083,False
0.6878870165141143,1.406748633694866,False
0.3563138712978123,0.20908125,True
0.8502296528952672,0.3009998070626304,False
1.579921989520795,1.338227626172401,False
1.613358353020305,0.08885353998741757,True
0.3822644431231438,0.5300408654116123,False
1.613358353020305,0.1248282657965079,True
2.051479315624765,2.344827548580695,False
0.1076189142699166,0.6882827964663719,False
0.3973188547953957,0.8246189935960413,False
0.1137825,0.2634798566034094,False
0.4019132904443019,0.2535853086861554,True
0.4019132904443019,1.509316105894891,False
0.4600069920140179,0.2300720196909873,False
1.639105969977678,0.8502296528952672,True
0.1065484375,0.06778040743135147,True
0.3872837802076281,0.04436952966075693,True
0.7078051810824285,0.3766986140480169,True
0.696951553471078,0.4384649368535751,True
0.4037906989745751,0.4923150689039544,False
0.2205912222940544,2.51201492285946,False
0.1923428198281729,0.3354412222940544,False
0.4190081378093839,0.5036861891866125,False
0.5833846589874105,0.3273646552306003,True
1.122678329340342,0.08423333333333334,True
0.6537006173202294,1.313646550926088,False
0.8152554074313514,1.32486261733982,False
0.8150268429802141,0.1396023245033366,True
0.5884395021743921,0.3803541546876939,False
0.1606874378093839,0.1023433920032434,True
1.034732156393086,1.063609371007009,False
1.136400108425521,0.3766986140480169,True
0.2520654074313515,2.166262839526126,False
1.124452403858753,0.4258204057235526,True
0.4438607167633281,0.2548824087787611,False
1.089066139227518,1.509316105894891,False
0.1698258148627029,1.78640695589814,False
0.5305403094381892,0.4495078372054179,True
0.1801739034641051,0.1889768527784009,False
0.2233471503517422,0.6883534645261262,False
0.1727449187134042,1.144885925521028,False
0.6629926367413129,0.5036861891866125,True
2.166262839526126,0.5209642234327453,True
2.541299479832385,2.37562375175015,True
0.5305403094381892,1.262276164014985,False
1.030433236921508,0.25285,True
0.6420639063658163,0.8150268429802141,False
0.2349004074313514,0.7112106068186917,False
0.2433848818814042,0.3766986140480169,False
0.1729106023718502,0.7367499999999999,False
1.15240179086757,1.758562902414443,False
0.7796665325240046,1.758562902414443,False
0.2949842387363367,0.9145701693417432,False
0.6791470733873645,0.182052,True
0.3720592933998333,0.9619094584259864,False
0.05952813460915967,0.1262108148627029,False
1.298073097664864,0.07030274965787522,True
1.298073097664864,1.406748633694866,False
0.7796665325240046,0.2519053365093413,True
0.2278875025016825,0.9215619891748418,False
1.262276164014985,0.2734836739018274,True
2.2739823487358,3.161058185209129,False
1.465136939121462,0.042939,True
0.2851625,0.1225097682389894,False
0.3978716378093838,0.4062054074313516,False
0.03160625,0.09853077966075693,False
0.4541853727312781,0.4840090123855857,False
0.5178123855788096,0.3421604753365767,True
0.1853012356287718,0.045513,False
0.933458082046949,0.3122126173398201,True
0.2509312460070092,0.08464892277473526,True
0.934740701508865,0.6240572881350153,False
0.1290921975081752,0.1476555502539667,False
0.495927399129559,0.7237525761585876,False
0.03803202966075691,0.1528956015723228,False
0.2961788805821414,0,True
0.1732125,0.3978716378093838,False
0.1674491955758637,0.5833846589874105,False
0.3397841093930504,1.141343876575135,False
0.04692999999999999,0.0364875,True
0.4923150689039544,0.1699376173398201,True
1.311972173784591,0.8518397668761075,False
0.271235814862703,0.6191919327464184,False
0.08885353998741757,1.136400108425521,False
0.4298343047739411,0.2200192529818828,True
0.5603616301811318,0.4012216528600705,False
0.5290169776834529,0.3009998070626304,True
0.03172708333333332,0.08846880866991005,False
0.10997,0.5655562221786398,False
0.4426625,0.3803541546876939,False
0.21203175020903,1.028492714321604,False
0.11438,0.1606874378093839,False
0.2721870327464184,0.4118185571486489,False
0.0364875,0.09578941461263794,False
0.5312656170140181,0.7796665325240046,False
0.5812979753365767,0.272125,False
0.2451304074313515,0.3109106923453393,False
0.6509958585063567,2.2739823487358,False
1.78640695589814,1.313646550926088,True
0.3421604753365767,0.04115202966075693,True
0.9472680327464184,0.4370952392865156,True
0.627960814862703,0.8891109269982235,False
0.8246189935960413,1.069055181082428,False
0.4541853727312781,0.1988734725436788,True
0.7352185864836038,0.3137117119382529,True
0,0.0340375,False
0.2433848818814042,2.051479315624765,False
0.2473412600081752,0.5036861891866125,False
1.465136939121462,1.345254347488288,True
0.5548339375,0.1646269102422329,True
0.5452312220490637,0.4392261471556541,True
0.8372797630960392,0.437013621007009,True
0.7264537270062736,0.5054048457189192,True
0.3093879082817912,0.05915438460915968,True
0.4088500586699101,0.1054414142699166,False
0.705975555658173,0.1720376173398201,True
1.761313704860776,0.4384649368535751,True
0.9895695988153157,0.22025,True
0.2433848818814042,0.3827994686648904,False
1.24045192371838,2.118906783282482,False
1.709093775777769,0.6005814296099831,True
1.800804909880726,1.311972173784591,True
0.2621965898740692,0.2312551258684009,True
0.5241600000000001,0.4789560769088994,True
0.07488,0,True
0.4180455436468917,0.9895695988153157,False
0.4062054074313516,0.09857952966075693,True
1.030433236921508,1.884382462472098,False
1.42055161523964,1.35176595683003,True
0.6005814296099831,1.279889025063427,False
0.7237525761585876,0.2504102003473514,True
0.6350683154703377,1.338227626172401,False
0.3567540522872389,1.030433236921508,False
0.2686208201400259,0.4960814574128183,False
0.3567540522872389,0.1054414142699166,True
0.5656933333333334,0.8502296528952672,False
0.2063981815697855,0.2010613315717152,True
0.2822629527015015,0.2003484255210273,True
0.06321249999999999,0.1026292253365767,False
1.143028909531531,1.136400108425521,True
0.09945438460915967,2.596463333388589,False
0.0733920296607569,0.5884395021743921,False
